sku,asin,brand,product_name,category,objective,conflict,old_price,new_price,price_intent,price_change_pct,price_reason,ad_intent,bid_change_pct,ad_reason,changed,applied,requires_human_review,review_reason,confidence,manager_notes,rejected_reason,price_bucket,ad_bucket,decided_by,escalated,triage_reason
SKU-1023,B0103151,TrailForge,TrailForge Massage Gun,Fitness,preserve_organic_rank,False,35.37,35.37,HOLD_PRICE,0.0,"While the inventory days are high, the current price is still competitive compared to the Buy Box price and the lowest competitor price. Holding the price allows for maintaining a better margin and potentially regaining the Buy Box status without further discounting.",MAINTAIN_ADS,0.0,No rule triggered; maintain ads.,False,False,False,,0.65,,,Fitness|overstock|losing_box,Fitness|mid_acos,rules,False,
SKU-1024,B0103288,TrailForge,TrailForge Jump Rope,Fitness,preserve_organic_rank,False,36.86,36.86,HOLD_PRICE,0.0,Overstocked (193.6 days) and losing Buy Box; drop to $36.52 (lowest competitor - $0.01) to liquidate excess FBA inventory.,MAINTAIN_ADS,0.0,"The current ACOS of 10.62% is below the 15% threshold, indicating a highly profitable campaign. With 495 orders and a strong ROAS of 9.42, increasing bids is justified to scale up performance.",False,False,False,,0.35,policy floor: DROP_PRICE avg -524.7/3 runs -> HOLD; policy floor: INCREASE_BIDS avg -49.2/6 runs -> MAINTAIN,,Fitness|overstock|losing_box,Fitness|low_acos,rules,False,
SKU-1025,B0103425,TrailForge,TrailForge Massage Gun,Fitness,preserve_organic_rank,False,40.42,40.42,HOLD_PRICE,0.0,"While the inventory days are high, the current price is still competitive compared to the Buy Box price and the lowest competitor price. Holding the price allows for maintaining a better margin and potentially regaining the Buy Box status without further discounting.",MAINTAIN_ADS,0.0,Bleeding margin: ACOS 45.42% > 35%; lower bids.,False,False,False,,0.65,policy floor: LOWER_BIDS avg -50.0/10 runs -> MAINTAIN,,Fitness|overstock|losing_box,Fitness|high_acos,rules,False,
SKU-1026,B0103562,TrailForge,TrailForge Floating Shelf,Home Decor,maximize_profit,False,12.39,12.39,HOLD_PRICE,0.0,"Given the current Buy Box status and the lowest competitor price being higher, a slight price increase is justified to enhance margins while remaining competitive.",MAINTAIN_ADS,0.0,"While the baseline suggests maintaining ads, the ACOS is relatively high at 23.41%, indicating that the current ad spend is not yielding optimal returns. Lowering bids could help improve profitability without completely pausing ads, as there is still a healthy number of impressions and clicks.",False,False,False,,0.8,policy floor: RAISE_PRICE_SLIGHTLY avg -3.4/3 runs -> HOLD; policy floor: LOWER_BIDS avg -1139.7/3 runs -> MAINTAIN,,Home Decor|overstock|winning_box,Home Decor|mid_acos,rules,False,
SKU-1027,B0103699,TrailForge,TrailForge Decorative Vase,Home Decor,preserve_organic_rank,True,12.69,12.69,DROP_PRICE,0.0,Overstocked (159.7 days) and losing Buy Box; drop to $11.94 (lowest competitor - $0.01) to liquidate excess FBA inventory.,MAINTAIN_ADS,0.0,"The current ACOS of 32.66% is above the ideal threshold for profitability, indicating that the ads are not performing efficiently. Lowering bids can help reduce costs and improve overall performance. The CTR is also low at 0.7%, suggesting that the ads may not be resonating well with the audience, which further supports the need for a bid adjustment.",False,False,False,,0.85,"Dropping the price to $11.94 aligns with the recommendation to liquidate excess inventory and regain competitiveness against the lowest competitor price. Maintaining ads is crucial to preserve organic rank while we adjust pricing, as it has shown a positive average reward historically.; margin floor raised price $11.94->$12.69","I did not choose to hold or raise the price because it would not address the overstock issue and could further jeopardize the Buy Box. Lowering bids was rejected due to its negative average reward, indicating poor performance in the past.",Home Decor|overstock|losing_box,Home Decor|mid_acos,llm,True,agents conflict; uncertain (cold policy)
SKU-1028,B0103836,TrailForge,TrailForge Table Runner,Home Decor,maximize_profit,False,59.74,60.93,RAISE_PRICE_SLIGHTLY,0.0199,"The current price is above the lowest competitor price, and raising the price slightly can help capture additional margin while still remaining competitive. The Buy Box status is maintained, and the sales velocity supports a slight increase.",MAINTAIN_ADS,0.0,"The current ACOS of 22.58% is within an acceptable range, and the ROAS of 4.43 indicates that the ads are performing well. Additionally, the sales rank is stable, and there is sufficient inventory. No immediate action is necessary.",True,True,False,,1.0,"Raising the price slightly to $60.93 allows for capturing additional margin while remaining competitive against the lowest competitor price. The advertising strategy of maintaining ads is supported by a stable ACOS and good ROAS, indicating effective ad performance without the need for changes.","The alternative price options either do not provide a historical reward (HOLD_PRICE, RAISE_PRICE, DROP_PRICE) or are not aligned with the objective of maximizing profit. The alternative ad options either have negative historical rewards (LOWER_BIDS) or are untested (INCREASE_BIDS, PAUSE_ADS), which could jeopardize current performance.",Home Decor|healthy|winning_box,Home Decor|mid_acos,llm,True,uncertain (cold policy)
SKU-1029,B0103973,TrailForge,TrailForge Scented Candle Trio,Home Decor,maximize_profit,False,72.49,72.49,HOLD_PRICE,0.0,"While the baseline suggests holding the price, the current price is significantly above the lowest competitor price, and a slight raise could capitalize on the Buy Box status while still remaining competitive. The historical velocity indicates healthy sales, and the days of supply are adequate.",MAINTAIN_ADS,0.0,"The current ACOS of 25.65% is above the ideal threshold for profitability, indicating that the ads are not performing efficiently. Lowering bids can help reduce costs while maintaining visibility. The CTR is relatively low, suggesting that the current bids may not be attracting enough clicks. Adjusting bids downwards is a strategic move to optimize ad spend.",False,False,False,,0.8,policy floor: RAISE_PRICE_SLIGHTLY avg -3.4/3 runs -> HOLD; policy floor: LOWER_BIDS avg -1139.7/3 runs -> MAINTAIN,,Home Decor|overstock|winning_box,Home Decor|mid_acos,rules,False,
SKU-1030,B0104110,PureCove,PureCove Sleeping Bag,Outdoor,maximize_profit,False,83.36,83.36,HOLD_PRICE,0.0,"Given the current Buy Box status and the lowest competitor price being significantly higher, a slight price increase is justified to maximize revenue while maintaining competitiveness.",MAINTAIN_ADS,0.0,"The current ACOS of 31.67% is above the target threshold for profitability, indicating that the ads are not performing efficiently. Lowering bids can help reduce costs and improve profitability while still maintaining visibility.",False,False,False,,0.65,policy floor: RAISE_PRICE_SLIGHTLY avg -2.8/9 runs -> HOLD; policy floor: LOWER_BIDS avg -12.5/12 runs -> MAINTAIN,,Outdoor|overstock|winning_box,Outdoor|mid_acos,rules,False,
SKU-1031,B0104247,PureCove,PureCove Headlamp,Outdoor,maximize_profit,False,62.89,62.89,HOLD_PRICE,0.0,"While the baseline suggests holding the price, raising it slightly to 64.15 is justified given the current Buy Box status and the ability to remain competitive against the lowest competitor price of 61.12. This option also takes into account the healthy days of supply and sales velocity, which supports a slight price increase without risking loss of the Buy Box.",MAINTAIN_ADS,0.0,Bleeding margin: ACOS 43.08% > 35%; lower bids.,False,False,False,,0.65,policy floor: RAISE_PRICE_SLIGHTLY avg -2.8/9 runs -> HOLD; policy floor: LOWER_BIDS avg -41.7/6 runs -> MAINTAIN,,Outdoor|overstock|winning_box,Outdoor|high_acos,rules,False,
SKU-1032,B0104384,PureCove,PureCove Portable Stove,Outdoor,preserve_organic_rank,False,39.51,39.51,HOLD_PRICE,0.0,"Given the current Buy Box price is lower than the lowest competitor price, a slight price increase is justified to remain competitive while potentially capturing more margin. The historical velocity indicates steady sales, and the days of supply are manageable.",MAINTAIN_ADS,0.0,"The ACOS is relatively high at 29.59%, indicating that advertising costs are taking a significant portion of sales. Lowering bids could help improve profitability while still maintaining visibility. The CTR is also low at 1.28%, suggesting that the current bids may not be effectively driving clicks. Therefore, a bid reduction is justified to optimize performance.",False,False,False,,0.95,rank protection: held price instead of raising while losing the buy box; policy floor: LOWER_BIDS avg -12.5/12 runs -> MAINTAIN,,Outdoor|healthy|losing_box,Outdoor|mid_acos,rules,False,
